Run,Agent,Iteration,Gross Utility
1,Truthful Oracle 4,11,1868.7661549113575
1,Truthful Oracle 4,12,1796.0055160575496
1,Truthful Oracle 4,13,1878.3757172461578
1,Truthful Oracle 4,14,1779.2799172542727
1,Truthful Oracle 4,15,1831.0171666502285
1,Truthful Oracle 4,16,1834.2845023871378
1,Truthful Oracle 4,17,1805.2628150016756
1,Truthful Oracle 4,18,1916.8032559202538
1,Truthful Oracle 4,19,1836.056848028036
2,Truthful Oracle 4,0,1842.6990241980347
2,Truthful Oracle 4,1,1871.8311631090778
2,Truthful Oracle 4,2,1876.2370887563645
2,Truthful Oracle 4,3,1790.5988913837227
2,Truthful Oracle 4,4,1819.4693606331095
2,Truthful Oracle 4,5,1840.359081086525
2,Truthful Oracle 4,6,1886.9684966210973
2,Truthful Oracle 4,7,1845.9712582942439
2,Truthful Oracle 4,8,1869.1514739112313
2,Truthful Oracle 4,9,1917.6087246771333
2,Truthful Oracle 4,10,1885.1240060000375
2,Truthful Oracle 4,11,1834.039248690718
2,Truthful Oracle 4,12,1857.5174294506478
2,Truthful Oracle 4,13,1885.0951428133285
2,Truthful Oracle 4,14,1781.3170965409847
2,Truthful Oracle 4,15,1871.1420195413582
2,Truthful Oracle 4,16,1818.6601861043832
2,Truthful Oracle 4,17,1852.765153547638
2,Truthful Oracle 4,18,1831.0980708401376
2,Truthful Oracle 4,19,1839.152340015803
0,Truthful Oracle 5,0,1160.6340570358127
0,Truthful Oracle 5,1,1164.5413143691324
0,Truthful Oracle 5,2,1177.9701719564819
0,Truthful Oracle 5,3,1185.071949419672
0,Truthful Oracle 5,4,1201.8681494920313
0,Truthful Oracle 5,5,1158.9571208941616
0,Truthful Oracle 5,6,1152.1633212593847
0,Truthful Oracle 5,7,1182.2429318055797
0,Truthful Oracle 5,8,1203.8843547284262
0,Truthful Oracle 5,9,1186.091150490007
0,Truthful Oracle 5,10,1236.2934784502331
0,Truthful Oracle 5,11,1130.0708937899071
0,Truthful Oracle 5,12,1162.3746661520809
0,Truthful Oracle 5,13,1092.007100151709
0,Truthful Oracle 5,14,1150.9032760545144
0,Truthful Oracle 5,15,1152.8162216002706
0,Truthful Oracle 5,16,1185.5611772547932
0,Truthful Oracle 5,17,1164.7435805966263
0,Truthful Oracle 5,18,1197.3856174674843
0,Truthful Oracle 5,19,1154.2952263979596
1,Truthful Oracle 5,0,1203.8322539270293
1,Truthful Oracle 5,1,1174.2993395842332
1,Truthful Oracle 5,2,1151.4908278679918
1,Truthful Oracle 5,3,1170.241120542092
1,Truthful Oracle 5,4,1165.9412864545282
1,Truthful Oracle 5,5,1150.104043537846
1,Truthful Oracle 5,6,1183.5218568356433
1,Truthful Oracle 5,7,1111.871953961333
1,Truthful Oracle 5,8,1210.1465251417537
1,Truthful Oracle 5,9,1164.1288780009495
1,Truthful Oracle 5,10,1188.0973457453135
1,Truthful Oracle 5,11,1150.9127727999512
1,Truthful Oracle 5,12,1124.062104681884
1,Truthful Oracle 5,13,1097.5719573758465
1,Truthful Oracle 5,14,1162.5922550126284
1,Truthful Oracle 5,15,1129.1965147620535
1,Truthful Oracle 5,16,1174.676619652998
1,Truthful Oracle 5,17,1165.48310370128
1,Truthful Oracle 5,18,1222.8065658122941
1,Truthful Oracle 5,19,1183.056141371476
2,Truthful Oracle 5,0,1143.9933535616074
2,Truthful Oracle 5,1,1198.2146858134977
2,Truthful Oracle 5,2,1166.7943729398498
2,Truthful Oracle 5,3,1144.424839613567
2,Truthful Oracle 5,4,1215.0439932111547
2,Truthful Oracle 5,5,1179.0250354707284
2,Truthful Oracle 5,6,1184.9830876733465
2,Truthful Oracle 5,7,1194.0399499706268
2,Truthful Oracle 5,8,1173.6120830038944
2,Truthful Oracle 5,9,1152.360442589985
2,Truthful Oracle 5,10,1214.5847814840088
2,Truthful Oracle 5,11,1211.5621662423946
2,Truthful Oracle 5,12,1153.0334918954209
2,Truthful Oracle 5,13,1224.6192504387443
2,Truthful Oracle 5,14,1173.8799659911083
2,Truthful Oracle 5,15,1225.7912755133443
2,Truthful Oracle 5,16,1201.1065086525866
2,Truthful Oracle 5,17,1137.402472648309
2,Truthful Oracle 5,18,1146.3405887185197
2,Truthful Oracle 5,19,1165.392887930675
0,Truthful Oracle 6,0,1036.968842874491
0,Truthful Oracle 6,1,1102.2183220605646
0,Truthful Oracle 6,2,1076.9331745637037
0,Truthful Oracle 6,3,1039.457884986467
0,Truthful Oracle 6,4,1097.150513641987
0,Truthful Oracle 6,5,1075.8648725186622
0,Truthful Oracle 6,6,1079.8563900603028
0,Truthful Oracle 6,7,1077.0867202780407
0,Truthful Oracle 6,8,1065.5362938079836
0,Truthful Oracle 6,9,1094.3771805236888
0,Truthful Oracle 6,10,1076.930958496606
0,Truthful Oracle 6,11,1055.7401245070812
0,Truthful Oracle 6,12,1063.9084379297087
0,Truthful Oracle 6,13,1108.5358425832708
0,Truthful Oracle 6,14,1032.364616711743
0,Truthful Oracle 6,15,1067.0559498323298
0,Truthful Oracle 6,16,1082.7008136197421
0,Truthful Oracle 6,17,1120.8711175756118
0,Truthful Oracle 6,18,1078.5687391023187
0,Truthful Oracle 6,19,1082.3758014236319
1,Truthful Oracle 6,0,1040.5633148286906
1,Truthful Oracle 6,1,1166.7266747991528
1,Truthful Oracle 6,2,1087.3925896717649
1,Truthful Oracle 6,3,1061.4607097658645
1,Truthful Oracle 6,4,1112.3519923232175
1,Truthful Oracle 6,5,1100.186398196034
1,Truthful Oracle 6,6,1099.0221950548598
1,Truthful Oracle 6,7,1087.9403821103344
1,Truthful Oracle 6,8,1042.953422291106
1,Truthful Oracle 6,9,1012.6091582241653
1,Truthful Oracle 6,10,1136.080326079052
1,Truthful Oracle 6,11,1117.0323557000986
1,Truthful Oracle 6,12,1151.8166005967414
1,Truthful Oracle 6,13,1090.4712094695376
1,Truthful Oracle 6,14,1113.0209935914418
1,Truthful Oracle 6,15,1083.1617972139097
1,Truthful Oracle 6,16,1097.9063842305245
1,Truthful Oracle 6,17,1005.224294123139
1,Truthful Oracle 6,18,1088.0542575635952
1,Truthful Oracle 6,19,1101.5851005399952
2,Truthful Oracle 6,0,1051.4697225729078
2,Truthful Oracle 6,1,1102.3150334225675
2,Truthful Oracle 6,2,1078.9936961467895
2,Truthful Oracle 6,3,1049.6181539533409
2,Truthful Oracle 6,4,1058.8773093169314
2,Truthful Oracle 6,5,1114.5896735084114
2,Truthful Oracle 6,6,1064.8720675495072
2,Truthful Oracle 6,7,1136.4830446283117
2,Truthful Oracle 6,8,1048.8751154188826
2,Truthful Oracle 6,9,1075.0700864895714
2,Truthful Oracle 6,10,1082.7217915068056
2,Truthful Oracle 6,11,1074.5588285849165
2,Truthful Oracle 6,12,1047.9787131340538
2,Truthful Oracle 6,13,1056.9734877482858
2,Truthful Oracle 6,14,1077.3443500329627
2,Truthful Oracle 6,15,1179.2385372299746
2,Truthful Oracle 6,16,1054.0355224037012
2,Truthful Oracle 6,17,1061.023991271981
2,Truthful Oracle 6,18,1079.583466318766
2,Truthful Oracle 6,19,1050.945817005615
